"sergile"->"başyapıt":1,"vasat":46 bin,result:-4.326929537043505
"kart"->"başyapıt":539,"vasat":8 bin,result:-0.8356729271671357
"ihanet"->"başyapıt":527,"vasat":716,result:0.20272588754276016
"sapkın"->"başyapıt":339,"vasat":245,result:0.4768619084766188
"öd"->"başyapıt":1,"vasat":16,result:-0.8682916880178556
"sansasyon"->"başyapıt":106,"vasat":383,result:-0.22206461406578334
"tuğla"->"başyapıt":2 bin,"vasat":388,result:1.048026564707843
"öl"->"başyapıt":133,"vasat":97,result:0.4729082013389101
"sorgula"->"başyapıt":27,"vasat":2 bin,result:-1.5338379368669248
"oryantalizm"->"başyapıt":89,"vasat":72,result:0.42788580485171346
"heteroseksüel"->"başyapıt":1,"vasat":203,result:-1.9716677432751437
"ön"->"başyapıt":bin,"vasat":12 bin,result:-0.7433529514095557
"kara"->"başyapıt":4 bin,"vasat":6 bin,result:0.15973703558238786
"turnuva"->"başyapıt":29,"vasat":850,result:-1.1311926331772675
"Jüpiter"->"başyapıt":871,"vasat":467,result:0.6065295690796202
"öp"->"başyapıt":303,"vasat":294,result:0.3489235927282168
"uzman"->"başyapıt":11 bin,"vasat":bin,result:1.3772209797962942
"ustura"->"başyapıt":3,"vasat":852,result:-2.1174900454089687
"kare"->"başyapıt":509,"vasat":bin,result:0.042546076974827936
"ör"->"başyapıt":375,"vasat":849,result:-0.019048127878164733
"öv"->"başyapıt":1,"vasat":57,result:-1.4200465610344224
"öz"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"tutuş"->"başyapıt":1,"vasat":bin,result:-2.6641717053619307
"kari"->"başyapıt":549,"vasat":3 bin,result:-0.4017206156315014
"iliş"->"başyapıt":1,"vasat":82,result:-1.5779855577456476
"onca"->"başyapıt":737,"vasat":3 bin,result:-0.27382547222254183
"kaç"->"başyapıt":2 bin,"vasat":13 bin,result:-0.47708506200478645
"rimel"->"başyapıt":88,"vasat":13 bin,result:-1.833632385518599
"konakla"->"başyapıt":1,"vasat":1,result:0
"doksan"->"başyapıt":279,"vasat":bin,result:-0.21856750208833325
"ölmez"->"başyapıt":7 bin,"vasat":4 bin,result:0.5788663433243636
"hemen"->"başyapıt":7 bin,"vasat":15 bin,result:0.0048350755966447756
"sapla"->"başyapıt":1,"vasat":12,result:-0.7433529514095557
"kes"->"başyapıt":130,"vasat":345,result:-0.08804744812836819
"kel"->"başyapıt":74,"vasat":3 bin,result:-1.272061240350617
"kirlet"->"başyapıt":1,"vasat":1,result:0
"kep"->"başyapıt":1,"vasat":27,result:-1.095535469520918
"bilimkurgu"->"başyapıt":3 bin,"vasat":850,result:0.8835306236434388
"örüm"->"başyapıt":1,"vasat":36,result:-1.2204742061292182
"sima"->"başyapıt":bin,"vasat":541,result:0.6026310295314997
"ağırlık"->"başyapıt":3 bin,"vasat":4 bin,result:0.2108895580297692
"tosla"->"başyapıt":1,"vasat":1,result:0
"âlâ"->"başyapıt":381,"vasat":3 bin,result:-0.5603679844059739
"kez"->"başyapıt":16 bin,"vasat":16 bin,result:0.3358282946380691
"hırçın"->"başyapıt":37,"vasat":190,result:-0.3747235822477648
"onay"->"başyapıt":103,"vasat":757,result:-0.5304303601568313
"onar"->"başyapıt":12,"vasat":2 bin,result:-1.8860204549782873
"dövün"->"başyapıt":1,"vasat":1,result:0
"sili"->"başyapıt":2,"vasat":234,result:-1.7323575671080924
"ahkâm"->"başyapıt":28,"vasat":497,result:-0.9133700627530438
"modifiye"->"başyapıt":7 bin,"vasat":581,result:1.4167502022619953
"vantilatör"->"başyapıt":9,"vasat":2 bin,result:-2.010959191586587
"sirtaki"->"başyapıt":1,"vasat":1,result:0
"beşle"->"başyapıt":5,"vasat":5,result:0.3358282946380691
"kanı"->"başyapıt":225,"vasat":895,result:-0.26381222256648035
"takviye"->"başyapıt":3,"vasat":4 bin,result:-2.7891104419702306
"kati"->"başyapıt":8 bin,"vasat":3 bin,result:0.7617970269103502
"soyut"->"başyapıt":13 bin,"vasat":344,result:1.9132132043733758
"soyun"->"başyapıt":8,"vasat":168,result:-0.9863910000958502
"vasi"->"başyapıt":179,"vasat":351,result:0.04337420915213825
"sapma"->"başyapıt":12,"vasat":203,result:-0.8924864972275189
"başağrısı"->"başyapıt":8,"vasat":21,result:-0.0833010131039066
"sıfır"->"başyapıt":bin,"vasat":14 bin,result:-0.8102997410401689
"özgünlük"->"başyapıt":28 bin,"vasat":615,result:1.9941112102048717
"molas"->"başyapıt":1,"vasat":26 bin,result:-4.0791450533327485
"uçak"->"başyapıt":13 bin,"vasat":747,result:1.576451045129507
"merhamet"->"başyapıt":186,"vasat":957,result:-0.37557069892085815
"çilek"->"başyapıt":473,"vasat":303,result:0.5292468068735756
"saldırgan"->"başyapıt":213,"vasat":253,result:0.26108737690098893
"şaban"->"başyapıt":392,"vasat":2 bin,result:-0.3719156340054548
"derinlik"->"başyapıt":283,"vasat":540,result:0.05522097033939079
"teknisyen"->"başyapıt":bin,"vasat":22 bin,result:-1.006594386184137
"sini"->"başyapıt":868,"vasat":2 bin,result:-0.02668197584942018
"kapı"->"başyapıt":648,"vasat":2 bin,result:-0.15362669515531868
"kötüle"->"başyapıt":8,"vasat":1,result:1.2389182816300128
"sallantı"->"başyapıt":25,"vasat":1,result:1.7337683033101068
"öç"->"başyapıt":169 bin,"vasat":16 bin,result:1.359595016595818
"daniska"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"tabaka"->"başyapıt":25,"vasat":208,result:-0.5842950316526547
"kavi"->"başyapıt":1,"vasat":2 bin,result:-2.965201701025912
"sine"->"başyapıt":380,"vasat":390,result:0.3245472842283801
"ispat"->"başyapıt":238,"vasat":464,result:0.0458872711397003
"rahmetli"->"başyapıt":5 bin,"vasat":186,result:1.7652853547561715
"kaş"->"başyapıt":306,"vasat":bin,result:-0.17845027888035087
"betimle"->"başyapıt":2,"vasat":1,result:0.6368582903020503
"defalarca"->"başyapıt":5 bin,"vasat":bin,result:1.034798298974088
"hukuki"->"başyapıt":179,"vasat":410,result:-0.024102531101773166
"blues"->"başyapıt":264,"vasat":869,result:-0.18158755494076625
"kaza"->"başyapıt":7 bin,"vasat":685,result:1.3452357631599003
"kin"->"başyapıt":46 bin,"vasat":727,result:2.1370517154606055
"kir"->"başyapıt":235,"vasat":588,result:-0.062481169166333096
"kil"->"başyapıt":625,"vasat":bin,result:0.13170831198214436
"çeşni"->"başyapıt":13,"vasat":7,result:0.6046736069306491
"tutacak"->"başyapıt":545,"vasat":417,result:0.4520887419409541
"zembil"->"başyapıt":1,"vasat":bin,result:-2.6641717053619307
"esinti"->"başyapıt":78,"vasat":70,result:0.3828248573142928
"bilfiil"->"başyapıt":1,"vasat":22,result:-1.006594386184137
"kit"->"başyapıt":495,"vasat":bin,result:0.030433493571637826
"kuzen"->"başyapıt":508,"vasat":bin,result:0.041692006921988434
"dört"->"başyapıt":6 bin,"vasat":6 bin,result:0.3358282946380691
"güdüm"->"başyapıt":1,"vasat":1,result:0
"karı"->"başyapıt":540,"vasat":3 bin,result:-0.4088992002586248
"değiş"->"başyapıt":50,"vasat":bin,result:-0.9652017010259121
"gülünç"->"başyapıt":117,"vasat":445,result:-0.24434585459670083
"kaya"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"seksi"->"başyapıt":341,"vasat":3 bin,result:-0.6085385810890956
"trajik"->"başyapıt":802,"vasat":433,result:0.6035147665688672
"mekân"->"başyapıt":2 bin,"vasat":24 bin,result:-0.7433529514095557
"perçinleş"->"başyapıt":1,"vasat":1,result:0
"ün"->"başyapıt":12 bin,"vasat":10 bin,result:0.4150095406856939
"rastlantısal"->"başyapıt":77,"vasat":333,result:-0.30012521369576883
"sessizlik"->"başyapıt":161,"vasat":215,result:0.2102157107543135
"uçar"->"başyapıt":226,"vasat":628,result:-0.10802290995172607
"üs"->"başyapıt":48,"vasat":437,result:-0.6234119049567655
"çeşme"->"başyapıt":613,"vasat":558,result:0.3766545702189054
"üz"->"başyapıt":17,"vasat":bin,result:-1.4337227839836568
"badem"->"başyapıt":158,"vasat":3 bin,result:-0.9426358731271707
"matematiksel"->"başyapıt":648,"vasat":425,result:0.519014370458351
"namus"->"başyapıt":36,"vasat":527,result:-0.8296798198071902
"süreli"->"başyapıt":887,"vasat":521,result:0.5669141911702711
"sapkı"->"başyapıt":1,"vasat":29,result:-1.126569703260887
"merhaba"->"başyapıt":431,"vasat":2 bin,result:-0.33072443086518044
"aval"->"başyapıt":1,"vasat":841,result:-2.5889677011598433
"alışılmış"->"başyapıt":5,"vasat":3 bin,result:-2.4423229557455746
"lazer"->"başyapıt":173,"vasat":538,result:-0.15690787789952462
"akşamleyin"->"başyapıt":49,"vasat":1,result:2.0260243746665827
"upuzun"->"başyapıt":18,"vasat":876,result:-1.3514033064267055
"İskoç"->"başyapıt":61,"vasat":bin,result:-0.8788418703511638
"yeraltı"->"başyapıt":358,"vasat":695,result:0.04772651669182959
"çekçek"->"başyapıt":1,"vasat":1,result:0
"akabinde"->"başyapıt":bin,"vasat":661,result:0.5156268351524289
"güzel"->"başyapıt":21 bin,"vasat":137 bin,result:-0.47867297778441836
"vazo"->"başyapıt":9 bin,"vasat":151,result:2.1110938567842243
"yetmiş"->"başyapıt":434,"vasat":563,result:0.22280962929923362
"kuzey"->"başyapıt":626,"vasat":3 bin,result:-0.3447186268711636
"şefkat"->"başyapıt":55,"vasat":302,result:-0.4038159588248377
"katı"->"başyapıt":9 bin,"vasat":3 bin,result:0.8129495493577316
"kalite"->"başyapıt":bin,"vasat":18 bin,result:-0.9194442104652369
"yamaç"->"başyapıt":12,"vasat":83,result:-0.5040685516903799
"banker"->"başyapıt":45,"vasat":196,result:-0.3032152629430632
"geber"->"başyapıt":1,"vasat":4,result:-0.26623169668989327
"faktör"->"başyapıt":193,"vasat":329,result:0.10418970569586862
"füze"->"başyapıt":2,"vasat":307,result:-1.8502800851751362
"köprü"->"başyapıt":191,"vasat":346,result:0.07778556309302005
"mekanizma"->"başyapıt":453,"vasat":254,result:0.5870927800309629
"sirk"->"başyapıt":162,"vasat":673,result:-0.28267175504327674
"keş"->"başyapıt":17,"vasat":183,result:-0.6961738737140863
"sayısal"->"başyapıt":85 bin,"vasat":411,result:2.6514053984762924
"elbet"->"başyapıt":290,"vasat":bin,result:-0.20177370746297485
"sapta"->"başyapıt":1,"vasat":46,result:-1.326929537043505
"kürek"->"başyapıt":92,"vasat":393,result:-0.2947764283918023
"maymunlar"->"başyapıt":272,"vasat":94,result:0.7972693450725692
"fermuar"->"başyapıt":11,"vasat":87,result:-0.5622982728223243
"Zekâi"->"başyapıt":131,"vasat":177 bin,result:-2.794873676067973
"bağımlı"->"başyapıt":137,"vasat":220,result:0.13012618097226963
"başarım"->"başyapıt":1,"vasat":162,result:-1.873686719904562
"şaryo"->"başyapıt":1,"vasat":102,result:-1.6727718771238484
"üç"->"başyapıt":15 bin,"vasat":17 bin,result:0.2814706323154764
"beğeni"->"başyapıt":858,"vasat":bin,result:0.26931558248677456
"yasama"->"başyapıt":201,"vasat":14 bin,result:-1.50710368361968
"süsle"->"başyapıt":1,"vasat":94,result:-1.6372995589616295
"kıytırık"->"başyapıt":11,"vasat":2 bin,result:-1.923809015867687
"genişçe"->"başyapıt":2,"vasat":17,result:-0.5935906310762236
"başvuru"->"başyapıt":2 bin,"vasat":169,result:1.4089715856883769
"ılık"->"başyapıt":913,"vasat":455,result:0.6382876755152557
"site"->"başyapıt":468,"vasat":8 bin,result:-0.8970158392797504
"duygun"->"başyapıt":1,"vasat":43,result:-1.2976401609415174
"kod"->"başyapıt":253,"vasat":658,result:-0.07927707780006844
"kof"->"başyapıt":17 bin,"vasat":504,result:1.8638466795708177
"kom"->"başyapıt":5,"vasat":90,result:-0.9194442104652369
"kok"->"başyapıt":16,"vasat":964,result:-1.4441287566088368
"kol"->"başyapıt":377,"vasat":2 bin,result:-0.38886035082011916
"gökdelen"->"başyapıt":244,"vasat":283,result:0.27143168545250834
"kon"->"başyapıt":bin,"vasat":301,result:0.8572617990442258
"takipçi"->"başyapıt":291,"vasat":4 bin,result:-0.8023387077039861
"parla"->"başyapıt":36,"vasat":11,result:0.8507381102471314
"kop"->"başyapıt":36,"vasat":bin,result:-1.1078692045946437
"kot"->"başyapıt":48,"vasat":6 bin,result:-1.7610817183699874
"kor"->"başyapıt":48,"vasat":388,result:-0.5717621935805509
"koz"->"başyapıt":189,"vasat":4 bin,result:-0.989769892516649
"kov"->"başyapıt":28,"vasat":84,result:-0.14129296008159334
"koy"->"başyapıt":482,"vasat":2 bin,result:-0.28215466278706247
"halüsinasyon"->"başyapıt":1,"vasat":870,result:-2.6036909579805494
"önceden"->"başyapıt":682,"vasat":2 bin,result:-0.1314173263694331
"inanılmaz"->"başyapıt":12 bin,"vasat":15 bin,result:0.23891828163001275
"yiğit"->"başyapıt":133 bin,"vasat":945,result:2.484248127095892
"bağla"->"başyapıt":1,"vasat":393,result:-2.2585642557373578
"çerçeve"->"başyapıt":2 bin,"vasat":280,result:1.1897002589598311
"matah"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"kanıtla"->"başyapıt":1,"vasat":3 bin,result:-3.1412929600815933
"timsah"->"başyapıt":27 bin,"vasat":bin,result:1.7671920587970564
"şoför"->"başyapıt":6 bin,"vasat":189,result:1.8375177408484686
"canlı"->"başyapıt":3 bin,"vasat":9 bin,result:-0.14129296008159334
"kadınsı"->"başyapıt":119,"vasat":78,result:0.5192806533401195
"ilkel"->"başyapıt":331,"vasat":537,result:0.12568200271423222
"mumya"->"başyapıt":63,"vasat":224,result:-0.215079174242512
"ilerle"->"başyapıt":1,"vasat":656,result:-2.481075544737591
"yönel"->"başyapıt":1,"vasat":274,result:-2.1019222681823186
"çıkış"->"başyapıt":607,"vasat":5 bin,result:-0.5799530186226921
"müddet"->"başyapıt":6,"vasat":224,result:-1.23626847331245
"mağdur"->"başyapıt":31,"vasat":465,result:-0.8402629644176122
"ebedî"->"başyapıt":85 bin,"vasat":233,result:2.897891299326343
"kısımla"->"başyapıt":1,"vasat":371,result:-2.233545614976977
"birebir"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"değim"->"başyapıt":1,"vasat":405,result:-2.2716267285765994
"değin"->"başyapıt":bin,"vasat":274,result:0.8980777318176811
"değir"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"helikopter"->"başyapıt":21,"vasat":bin,result:-1.3419524106280116
"parke"->"başyapıt":122,"vasat":bin,result:-0.5778118746871826
"sorumlu"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"fukara"->"başyapıt":1,"vasat":891,result:-2.6140494093988056
"yavrucuk"->"başyapıt":1,"vasat":117,result:-1.7323575671080924
"yönet"->"başyapıt":78,"vasat":252,result:-0.17347764345299457
"çırak"->"başyapıt":105,"vasat":2 bin,result:-0.944012401955974
"sinemasever"->"başyapıt":567,"vasat":167,result:0.8666948823833924
"öfke"->"başyapıt":619,"vasat":2 bin,result:-0.17351105200579411
"esinlen"->"başyapıt":1,"vasat":1,result:0
"içgüdü"->"başyapıt":444,"vasat":187,result:0.71136965821619
"kazı"->"başyapıt":493,"vasat":383,result:0.44547643994667646
"gündüz"->"başyapıt":475,"vasat":4 bin,result:-0.5895380870650268
"dirsek"->"başyapıt":1,"vasat":367,result:-2.22883776961402
"avcı"->"başyapıt":371,"vasat":bin,result:-0.09479779574688502
"silkin"->"başyapıt":1,"vasat":1,result:0
"bombala"->"başyapıt":1,"vasat":18,result:-0.9194442104652369
"paspal"->"başyapıt":1,"vasat":851,result:-2.5941012654465188
"hamlet"->"başyapıt":182,"vasat":47,result:0.9238018246874266
"ikircik"->"başyapıt":1,"vasat":164,result:-1.8790155534096287
"kovboy"->"başyapıt":2 bin,"vasat":888,result:0.6884453245234493
"tebessüm"->"başyapıt":2 bin,"vasat":578,result:0.8749304518815213
"battaniye"->"başyapıt":92 bin,"vasat":415,result:2.6815680252715315
"ikişer"->"başyapıt":43,"vasat":263,result:-0.45065899827210215
"gerçeküst"->"başyapıt":1,"vasat":1,result:0
"besin"->"başyapıt":3 bin,"vasat":268,result:1.3848147553289427
"güzergâh"->"başyapıt":1,"vasat":3 bin,result:-3.1412929600815933
"şizofren"->"başyapıt":953,"vasat":2 bin,result:0.01389119961241435
"piliç"->"başyapıt":1,"vasat":454,result:-2.321227558219035
"eksen"->"başyapıt":98,"vasat":10 bin,result:-1.672945629669436
"varis"->"başyapıt":28,"vasat":473,result:-0.8918748147575233
"mecburen"->"başyapıt":208,"vasat":877,result:-0.28910796376520986
"çocuk"->"başyapıt":36 bin,"vasat":18 bin,result:0.6368582903020503
"gelgit"->"başyapıt":648,"vasat":779,result:0.255865842836098
"çakma"->"başyapıt":157 bin,"vasat":2 bin,result:2.2306979513833216
"kum"->"başyapıt":242,"vasat":800,result:-0.18344632637344319
"başkahraman"->"başyapıt":94,"vasat":1,result:2.3089561482377676
"kul"->"başyapıt":177,"vasat":bin,result:-0.41619843900012427
"avla"->"başyapıt":1,"vasat":16,result:-0.8682916880178556
"kup"->"başyapıt":1,"vasat":3 bin,result:-3.1412929600815933
"kartpostal"->"başyapıt":27 bin,"vasat":389,result:2.1772424574713485
"kus"->"başyapıt":41,"vasat":bin,result:-1.0513878486421955
"kur"->"başyapıt":977,"vasat":9 bin,result:-0.6285196510824826
"destroyer"->"başyapıt":1,"vasat":58,result:-1.4275996989248683
"kut"->"başyapıt":62,"vasat":270,result:-0.3031437800226643
"yüzbaşı"->"başyapıt":102,"vasat":57,result:0.5885536107274953
"avlu"->"başyapıt":72,"vasat":40 bin,result:-2.4088992002586247
"vın"->"başyapıt":22,"vasat":3 bin,result:-1.7988702792593871
"gerçekten"->"başyapıt":17 bin,"vasat":28 bin,result:0.11911918467412383
"vız"->"başyapıt":4,"vasat":51,result:-0.7696818901319049
"çalıntı"->"başyapıt":185 bin,"vasat":2 bin,result:2.3019700273771018
"kesinkes"->"başyapıt":9,"vasat":55,result:-0.4502918854168498
"dolaylama"->"başyapıt":1,"vasat":1,result:0
"imam"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"iman"->"başyapıt":17 bin,"vasat":2 bin,result:1.265247220352362
"uyarla"->"başyapıt":2 bin,"vasat":2,result:3.3358282946380693
"incit"->"başyapıt":1,"vasat":1,result:0
"koş"->"başyapıt":257,"vasat":2 bin,result:-0.5552685776946176
"kaynak"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"imaj"->"başyapıt":2 bin,"vasat":532,result:0.9109466580070021
"imal"->"başyapıt":19,"vasat":465,result:-1.0528710572990558
"aktöre"->"başyapıt":1,"vasat":53,result:-1.3884475749627199
"öğlen"->"başyapıt":21,"vasat":bin,result:-1.3419524106280116
"hitabe"->"başyapıt":8,"vasat":18,result:-0.01635422347329339
"onum"->"başyapıt":1,"vasat":9,result:-0.6184142148012558
"silahşor"->"başyapıt":1,"vasat":3,result:-0.14129296008159334
"onur"->"başyapıt":734,"vasat":3 bin,result:-0.2755969001655228
"spesifik"->"başyapıt":167 bin,"vasat":279,result:3.1129405625120548
"kontrol"->"başyapıt":386,"vasat":5 bin,result:-0.7765544050261947
"antlaş"->"başyapıt":1,"vasat":1,result:0
"tezat"->"başyapıt":62,"vasat":801,result:-0.7754125319479147
"karışla"->"başyapıt":1,"vasat":1,result:0
"özlem"->"başyapıt":932,"vasat":906,result:0.34811600931523734
"imdi"->"başyapıt":8,"vasat":83,result:-0.6801598107460611
"birikim"->"başyapıt":81,"vasat":2 bin,result:-1.0567166821472622
"kıvran"->"başyapıt":1,"vasat":1,result:0
"balkon"->"başyapıt":58,"vasat":373,result:-0.47245254360768124
"üstünkörü"->"başyapıt":6,"vasat":633,result:-1.6874241649956423
"kıvrak"->"başyapıt":140,"vasat":325,result:-0.029927030662567206
"empoze"->"başyapıt":907,"vasat":875,result:0.3514275286758511
"dakik"->"başyapıt":28,"vasat":113,result:-0.27009211750313133
"leke"->"başyapıt":3 bin,"vasat":3 bin,result:0.3358282946380691
"makine"->"başyapıt":bin,"vasat":2 bin,result:0.03479829897408794
"aforizma"->"başyapıt":41,"vasat":16 bin,result:-2.2555078312981203
"doğal"->"başyapıt":3 bin,"vasat":6 bin,result:0.03479829897408794
"açın"->"başyapıt":315,"vasat":561,result:0.08517598717150825
"tensel"->"başyapıt":190,"vasat":20,result:1.313551899926917
"açım"->"başyapıt":16,"vasat":162,result:-0.669566737248637
